	Opt.	Zea.	Flo.
X^4	197	176	179
X^5	199	182	183
X^6	199	199	199

X^0	198	-90	-84
X^1	198	-79	0
X^2	199	64	67
X^3	198	71	75
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	200	110	110
X^1	200	108	108
X^2	199	159	161
X^3	200	155	156
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	197	140	141
X^1	196	170	172
X^2	198	176	178
X^3	198	173	175
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	197	156	159
X^1	198	173	175
X^2	195	180	182
X^3	199	182	184
X^4	194	194	194
X^5	199	199	199
X^6	200	200	200

X^0	198	153	153
X^1	198	169	172
X^2	198	183	183
X^3	198	194	194
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	199	199	199
X^1	197	189	191
X^2	199	199	199
X^3	199	199	199
X^4	199	199	199
X^5	197	197	197
X^6	199	199	199

X^0	196	164	165
X^1	197	171	171
X^2	199	180	181
X^3	199	186	187
X^4	199	193	193
X^5	197	191	193
X^6	200	200	200

X^0	197	161	168
X^1	196	157	164
X^2	197	177	181
X^3	190	173	177
X^4	198	198	198
X^5	196	196	196
X^6	200	200	200

X^0	198	105	106
X^1	198	131	133
X^2	198	159	161
X^3	198	188	194
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	199	174	181
X^1	197	179	182
X^2	199	199	199
X^3	198	195	197
X^4	200	200	200
X^5	198	198	198
X^6	198	198	198

X^0	199	189	195
X^1	199	192	193
X^2	198	193	194
X^3	200	200	200
X^4	199	199	199
X^5	200	200	200
X^6	198	198	198

X^0	198	167	169
X^1	197	168	170
X^2	194	178	185
X^3	199	183	185
X^4	193	193	193
X^5	198	198	198
X^6	199	199	199

X^0	200	128	129
X^1	200	126	127
X^2	198	164	165
X^3	199	164	164
X^4	196	196	196
X^5	200	200	200
X^6	200	200	200

X^0	198	198	198
X^1	198	195	197
X^2	199	199	199
X^3	198	198	198
X^4	199	199	199
X^5	198	198	198
X^6	198	198	198

X^0	195	163	168
X^1	196	176	177
X^2	196	186	188
X^3	198	193	196
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	199	193	197
X^1	199	196	199
X^2	198	198	198
X^3	198	198	198
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	198	160	161
X^1	199	159	160
X^2	199	172	175
X^3	197	181	181
X^4	195	191	191
X^5	195	191	193
X^6	200	200	200

X^0	198	195	197
X^1	198	197	198
X^2	198	198	198
X^3	195	194	195
X^4	198	198	198
X^5	199	199	199
X^6	199	199	199

X^0	196	160	164
X^1	199	167	168
X^2	199	170	171
X^3	199	179	180
X^4	199	187	189
X^5	200	192	193
X^6	200	200	200

X^0	198	163	164
X^1	198	167	168
X^2	198	184	185
X^3	200	187	190
X^4	200	200	200
X^5	199	199	199
X^6	200	200	200

X^0	199	169	171
X^1	198	170	172
X^2	199	186	190
X^3	199	187	188
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	196	157	158
X^1	198	157	158
X^2	198	178	184
X^3	198	179	180
X^4	198	198	198
X^5	199	199	199
X^6	199	199	199

X^0	198	122	125
X^1	194	134	135
X^2	199	141	144
X^3	198	141	142
X^4	199	160	162
X^5	199	181	182
X^6	199	199	199

X^0	199	151	155
X^1	199	160	162
X^2	197	166	173
X^3	199	175	176
X^4	199	184	185
X^5	196	188	189
X^6	199	199	199

X^0	199	64	68
X^1	199	99	100
X^2	199	102	102
X^3	199	100	100
X^4	199	134	139
X^5	194	161	161
X^6	200	200	200

X^0	196	36	41
X^1	196	117	121
X^2	196	114	119
X^3	196	112	117
X^4	196	196	196
X^5	196	196	196
X^6	199	199	199

X^0	199	117	119
X^1	198	119	119
X^2	197	157	159
X^3	195	156	159
X^4	198	198	198
X^5	200	200	200
X^6	199	199	199

X^0	195	23	27
X^1	195	22	25
X^2	195	98	103
X^3	195	118	123
X^4	195	195	195
X^5	197	197	197
X^6	195	195	195

X^0	198	123	126
X^1	198	122	129
X^2	197	160	163
X^3	198	160	162
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	198	168	171
X^1	198	176	182
X^2	195	175	181
X^3	196	182	184
X^4	194	194	194
X^5	198	198	198
X^6	200	200	200

X^0	197	150	160
X^1	197	144	151
X^2	197	164	169
X^3	197	175	180
X^4	197	197	197
X^5	195	195	195
X^6	200	200	200

X^0	195	181	187
X^1	195	183	189
X^2	196	189	196
X^3	195	190	195
X^4	193	193	193
X^5	199	195	199
X^6	198	198	198

X^0	198	123	125
X^1	199	131	133
X^2	199	166	167
X^3	199	169	170
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	198	185	187
X^1	199	189	190
X^2	199	194	197
X^3	199	197	198
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	198	136	136
X^1	199	152	152
X^2	200	168	170
X^3	197	180	180
X^4	200	198	198
X^5	200	198	200
X^6	200	200	200

X^0	199	178	188
X^1	199	189	195
X^2	198	193	198
X^3	197	197	197
X^4	194	194	194
X^5	199	199	199
X^6	199	199	199

X^0	196	175	176
X^1	196	183	184
X^2	196	189	191
X^3	199	192	193
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	199	181	184
X^1	198	182	185
X^2	199	195	196
X^3	199	199	199
X^4	196	196	196
X^5	198	198	198
X^6	200	200	200

X^0	198	118	119
X^1	198	157	158
X^2	198	164	165
X^3	198	183	184
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	199	-11	0
X^1	199	32	33
X^2	199	96	98
X^3	199	158	158
X^4	200	200	200
X^5	200	200	200
X^6	198	198	198

X^0	198	172	177
X^1	198	173	175
X^2	198	183	185
X^3	198	189	192
X^4	198	195	197
X^5	199	195	198
X^6	198	198	198

X^0	199	164	167
X^1	198	164	165
X^2	200	184	187
X^3	199	183	183
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	199	198	199
X^1	197	197	197
X^2	199	199	199
X^3	199	199	199
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	199	-15	-14
X^1	199	-14	0
X^2	199	94	95
X^3	197	90	92
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	198	165	166
X^1	198	168	168
X^2	198	194	195
X^3	199	193	193
X^4	200	199	200
X^5	200	200	200
X^6	198	198	198

X^0	197	193	193
X^1	198	195	195
X^2	200	198	198
X^3	200	197	197
X^4	199	198	199
X^5	194	193	194
X^6	200	200	200

X^0	199	112	116
X^1	199	122	125
X^2	196	141	143
X^3	196	159	161
X^4	199	161	163
X^5	199	183	186
X^6	199	199	199

X^0	196	140	147
X^1	196	148	153
X^2	196	174	181
X^3	196	192	196
X^4	196	196	196
X^5	199	199	199
X^6	198	198	198

X^0	198	164	171
X^1	198	165	171
X^2	196	180	182
X^3	196	191	193
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	199	178	181
X^1	196	176	179
X^2	199	189	195
X^3	199	190	195
X^4	195	195	195
X^5	198	198	198
X^6	199	199	199

X^0	198	-207	0
X^1	197	-125	0
X^2	191	109	110
X^3	191	109	191
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	197	164	167
X^1	197	159	163
X^2	199	181	185
X^3	199	181	186
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	199	134	139
X^1	198	140	143
X^2	199	168	169
X^3	196	170	172
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	196	154	159
X^1	199	158	162
X^2	196	179	183
X^3	196	176	181
X^4	198	198	198
X^5	196	196	196
X^6	199	199	199

X^0	198	195	196
X^1	200	197	199
X^2	199	199	199
X^3	200	200	200
X^4	194	194	194
X^5	199	199	199
X^6	199	199	199

X^0	197	153	159
X^1	198	171	176
X^2	198	188	189
X^3	199	182	183
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	196	193	196
X^1	196	196	196
X^2	196	196	196
X^3	199	194	199
X^4	196	196	196
X^5	200	197	200
X^6	196	196	196

X^0	197	10	12
X^1	197	80	82
X^2	197	98	99
X^3	199	118	120
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	198	186	186
X^1	198	184	184
X^2	198	186	186
X^3	197	189	190
X^4	200	194	195
X^5	198	195	195
X^6	200	200	200

X^0	196	-167	0
X^1	199	-158	0
X^2	198	23	26
X^3	198	28	33
X^4	198	195	197
X^5	198	198	198
X^6	200	200	200

X^0	197	141	143
X^1	198	152	154
X^2	198	164	166
X^3	198	170	178
X^4	198	181	183
X^5	195	184	186
X^6	198	198	198

X^0	199	-158	0
X^1	195	-134	0
X^2	195	19	19
X^3	195	46	47
X^4	196	174	174
X^5	200	200	200
X^6	200	200	200

X^0	198	46	51
X^1	197	114	115
X^2	198	125	126
X^3	199	127	128
X^4	199	196	198
X^5	199	199	199
X^6	198	198	198

X^0	196	93	98
X^1	196	146	149
X^2	196	147	150
X^3	196	150	151
X^4	197	197	197
X^5	200	200	200
X^6	196	196	196

X^0	195	169	174
X^1	195	169	174
X^2	195	193	195
X^3	195	189	194
X^4	195	195	195
X^5	195	195	195
X^6	199	199	199

X^0	197	194	197
X^1	197	195	197
X^2	197	197	197
X^3	197	197	197
X^4	199	199	199
X^5	194	194	194
X^6	200	200	200

X^0	199	184	187
X^1	199	188	189
X^2	199	195	197
X^3	198	196	198
X^4	199	199	199
X^5	198	198	198
X^6	198	198	198

X^0	195	168	175
X^1	195	177	183
X^2	195	184	190
X^3	195	191	195
X^4	195	194	195
X^5	195	195	195
X^6	195	195	195

X^0	198	-96	0
X^1	200	-92	0
X^2	198	108	114
X^3	198	120	132
X^4	200	194	200
X^5	200	200	200
X^6	196	196	196

X^0	198	87	90
X^1	198	89	92
X^2	198	154	158
X^3	198	154	156
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	196	184	189
X^1	198	190	195
X^2	198	194	198
X^3	197	192	194
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	198	173	181
X^1	198	185	191
X^2	198	191	191
X^3	198	193	198
X^4	198	193	198
X^5	200	194	199
X^6	200	200	200

X^0	198	158	167
X^1	198	166	167
X^2	198	165	169
X^3	198	198	198
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	198	166	170
X^1	198	169	173
X^2	198	179	183
X^3	197	189	191
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	198	148	153
X^1	200	154	157
X^2	198	175	178
X^3	199	192	196
X^4	200	200	200
X^5	197	197	197
X^6	198	198	198

X^0	195	169	172
X^1	189	161	161
X^2	197	197	197
X^3	196	195	196
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	199	195	197
X^1	199	195	197
X^2	196	196	196
X^3	196	196	196
X^4	198	198	198
X^5	198	198	198
X^6	194	194	194

X^0	199	127	128
X^1	199	151	156
X^2	198	160	163
X^3	199	189	192
X^4	195	195	195
X^5	199	199	199
X^6	199	199	199

X^0	198	168	170
X^1	199	176	177
X^2	194	184	185
X^3	199	199	199
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	197	30	32
X^1	197	85	86
X^2	197	128	130
X^3	197	152	156
X^4	197	178	179
X^5	199	199	199
X^6	200	200	200

X^0	196	150	151
X^1	199	170	171
X^2	199	174	176
X^3	199	197	198
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	198	153	160
X^1	189	155	162
X^2	197	174	184
X^3	197	180	181
X^4	198	188	189
X^5	198	197	197
X^6	200	200	200

X^0	196	192	194
X^1	195	191	193
X^2	198	196	198
X^3	193	190	192
X^4	197	197	197
X^5	199	199	199
X^6	198	198	198

X^0	198	82	82
X^1	198	84	84
X^2	198	109	109
X^3	199	131	132
X^4	199	155	156
X^5	200	176	176
X^6	200	200	200

X^0	198	171	173
X^1	199	180	181
X^2	199	185	186
X^3	198	192	192
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	198	188	189
X^1	199	191	191
X^2	200	196	196
X^3	198	198	198
X^4	200	200	200
X^5	200	200	200
X^6	197	197	197

X^0	198	91	95
X^1	199	90	90
X^2	197	154	154
X^3	198	154	155
X^4	200	200	200
X^5	200	200	200
X^6	199	199	199

X^0	197	162	166
X^1	197	170	173
X^2	197	185	190
X^3	197	197	197
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	198	72	73
X^1	199	78	79
X^2	196	134	136
X^3	199	140	140
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	197	71	78
X^1	198	132	136
X^2	198	135	138
X^3	199	198	199
X^4	199	199	199
X^5	197	197	197
X^6	200	200	200

X^0	199	173	176
X^1	198	173	176
X^2	198	188	191
X^3	197	197	197
X^4	197	197	197
X^5	199	199	199
X^6	197	197	197

X^0	199	175	176
X^1	199	178	179
X^2	199	187	191
X^3	199	189	190
X^4	197	194	196
X^5	199	199	199
X^6	200	200	200

X^0	196	7	8
X^1	197	100	105
X^2	196	102	105
X^3	197	101	106
X^4	197	197	197
X^5	200	200	200
X^6	198	198	198

X^0	199	20	24
X^1	199	28	33
X^2	199	165	166
X^3	194	194	194
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	197	180	183
X^1	197	177	180
X^2	197	186	193
X^3	197	197	197
X^4	197	197	197
X^5	193	193	193
X^6	200	200	200

X^0	199	175	176
X^1	199	183	186
X^2	198	184	186
X^3	198	193	196
X^4	196	196	196
X^5	200	200	200
X^6	199	199	199

X^0	200	177	183
X^1	200	181	183
X^2	199	185	186
X^3	199	187	191
X^4	200	187	188
X^5	198	192	192
X^6	200	200	200

X^0	199	166	170
X^1	199	191	196
X^2	199	197	199
X^3	199	198	199
X^4	200	200	200
X^5	196	196	196
X^6	200	200	200

X^0	196	192	194
X^1	199	194	197
X^2	199	194	199
X^3	197	197	197
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	199	191	193
X^1	199	195	196
X^2	198	196	198
X^3	199	198	199
X^4	198	198	198
X^5	199	199	199
X^6	197	197	197

X^0	199	107	113
X^1	200	157	161
X^2	198	153	154
X^3	199	199	199
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	198	191	194
X^1	198	189	194
X^2	199	198	199
X^3	199	199	199
X^4	199	199	199
X^5	195	195	195
X^6	200	200	200

X^0	199	-4	0
X^1	199	-7	8
X^2	199	98	99
X^3	199	99	100
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	199	187	190
X^1	198	190	194
X^2	199	192	194
X^3	197	194	197
X^4	198	196	198
X^5	200	198	200
X^6	198	198	198

X^0	194	191	194
X^1	197	196	197
X^2	198	198	198
X^3	197	197	197
X^4	196	196	196
X^5	199	199	199
X^6	200	200	200

X^0	196	159	160
X^1	196	164	166
X^2	198	182	184
X^3	199	183	184
X^4	200	200	200
X^5	199	199	199
X^6	200	200	200

X^0	200	186	187
X^1	199	186	189
X^2	199	191	192
X^3	199	194	196
X^4	198	194	194
X^5	199	199	199
X^6	200	200	200

X^0	197	162	165
X^1	197	171	176
X^2	197	179	182
X^3	197	190	193
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	197	176	181
X^1	197	183	186
X^2	193	186	189
X^3	198	195	198
X^4	198	198	198
X^5	197	197	197
X^6	199	199	199

X^0	197	171	172
X^1	197	174	174
X^2	196	187	187
X^3	199	188	190
X^4	200	200	200
X^5	200	200	200
X^6	199	199	199

X^0	200	148	149
X^1	199	157	157
X^2	199	178	179
X^3	199	187	187
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	198	119	121
X^1	198	128	129
X^2	198	162	163
X^3	199	165	166
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	199	190	191
X^1	198	187	187
X^2	199	193	194
X^3	199	194	194
X^4	198	198	198
X^5	200	200	200
X^6	200	200	200

X^0	197	164	164
X^1	197	173	174
X^2	198	192	193
X^3	200	200	200
X^4	193	193	193
X^5	200	200	200
X^6	199	199	199

X^0	197	194	197
X^1	197	194	197
X^2	195	194	195
X^3	197	197	197
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	199	171	171
X^1	199	176	176
X^2	200	176	176
X^3	197	181	181
X^4	199	189	191
X^5	200	190	192
X^6	200	200	200

X^0	196	174	179
X^1	196	184	189
X^2	196	190	196
X^3	198	195	198
X^4	198	189	198
X^5	200	200	200
X^6	195	195	195

X^0	198	-148	0
X^1	198	-150	-1
X^2	200	16	20
X^3	200	47	52
X^4	196	196	196
X^5	199	199	199
X^6	195	195	195

X^0	196	187	191
X^1	199	191	192
X^2	199	194	197
X^3	199	199	199
X^4	200	200	200
X^5	197	197	197
X^6	199	199	199

X^0	197	46	47
X^1	197	62	63
X^2	197	127	128
X^3	199	140	142
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	196	136	139
X^1	196	150	152
X^2	197	163	171
X^3	199	175	176
X^4	199	185	186
X^5	199	194	199
X^6	199	199	199

X^0	198	173	178
X^1	198	184	185
X^2	198	185	186
X^3	199	188	189
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	198	184	186
X^1	197	190	192
X^2	198	192	194
X^3	199	196	197
X^4	199	197	199
X^5	200	199	199
X^6	200	200	200

X^0	197	174	176
X^1	199	185	187
X^2	199	185	187
X^3	198	198	198
X^4	199	199	199
X^5	198	198	198
X^6	196	196	196

X^0	199	178	181
X^1	199	183	186
X^2	200	195	199
X^3	199	199	199
X^4	200	200	200
X^5	197	197	197
X^6	198	198	198

X^0	198	174	178
X^1	198	180	183
X^2	199	194	196
X^3	199	197	197
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	199	188	189
X^1	198	186	190
X^2	199	194	197
X^3	199	199	199
X^4	198	198	198
X^5	198	198	198
X^6	198	198	198

X^0	197	192	193
X^1	199	195	199
X^2	197	195	196
X^3	199	199	199
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	199	12	13
X^1	199	12	13
X^2	199	56	56
X^3	200	102	102
X^4	199	141	141
X^5	200	187	187
X^6	200	200	200

X^0	197	172	175
X^1	197	179	183
X^2	194	181	184
X^3	197	196	197
X^4	197	197	197
X^5	200	200	200
X^6	196	196	196

X^0	197	181	187
X^1	197	181	187
X^2	197	191	197
X^3	197	189	195
X^4	197	194	197
X^5	197	197	197
X^6	200	200	200

X^0	196	187	190
X^1	196	192	196
X^2	197	193	196
X^3	197	197	197
X^4	197	197	197
X^5	199	199	199
X^6	199	199	199

X^0	196	110	114
X^1	197	112	114
X^2	197	112	114
X^3	197	135	138
X^4	198	157	159
X^5	193	171	176
X^6	198	198	198

X^0	199	177	181
X^1	199	185	190
X^2	199	189	192
X^3	192	192	192
X^4	197	197	197
X^5	199	199	199
X^6	200	200	200

X^0	197	20	24
X^1	197	49	53
X^2	197	80	83
X^3	197	109	112
X^4	196	135	139
X^5	197	168	172
X^6	197	197	197

X^0	199	168	169
X^1	198	166	168
X^2	199	192	193
X^3	199	188	189
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	200	153	158
X^1	200	174	175
X^2	199	174	175
X^3	200	198	200
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	195	184	186
X^1	195	188	188
X^2	197	192	194
X^3	199	195	198
X^4	197	197	197
X^5	200	200	200
X^6	200	200	200

X^0	197	191	194
X^1	197	194	195
X^2	197	197	197
X^3	197	197	197
X^4	198	198	198
X^5	197	197	197
X^6	199	199	199

X^0	198	95	98
X^1	198	124	128
X^2	198	157	160
X^3	198	168	171
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	197	136	139
X^1	199	154	157
X^2	199	170	175
X^3	199	186	189
X^4	197	197	197
X^5	199	199	199
X^6	199	199	199

X^0	197	74	76
X^1	197	79	82
X^2	198	151	153
X^3	198	145	148
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	198	191	194
X^1	198	191	194
X^2	198	195	197
X^3	198	198	198
X^4	198	198	198
X^5	197	197	197
X^6	200	200	200

X^0	198	-92	0
X^1	198	50	51
X^2	198	57	60
X^3	198	198	198
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	198	78	78
X^1	198	113	113
X^2	198	134	136
X^3	198	155	157
X^4	198	135	137
X^5	200	158	160
X^6	200	200	200

X^0	199	148	149
X^1	197	170	174
X^2	199	179	181
X^3	199	197	198
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	199	110	111
X^1	199	152	153
X^2	199	156	157
X^3	199	158	158
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	197	13	18
X^1	195	19	25
X^2	197	108	112
X^3	197	113	116
X^4	197	197	197
X^5	197	197	197
X^6	198	198	198

X^0	198	190	196
X^1	197	194	197
X^2	198	189	196
X^3	199	199	199
X^4	199	199	199
X^5	194	194	194
X^6	198	198	198

X^0	198	98	100
X^1	197	101	101
X^2	198	158	160
X^3	198	157	157
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	199	162	165
X^1	198	169	169
X^2	198	177	180
X^3	199	183	183
X^4	199	188	190
X^5	199	193	193
X^6	200	200	200

X^0	198	189	191
X^1	199	190	192
X^2	196	192	195
X^3	199	199	199
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	195	98	100
X^1	199	147	147
X^2	199	153	154
X^3	198	157	159
X^4	200	200	200
X^5	199	199	199
X^6	200	200	200

X^0	198	-181	0
X^1	196	-14	0
X^2	198	10	10
X^3	196	8	8
X^4	200	200	200
X^5	200	200	200
X^6	194	194	194

X^0	197	171	178
X^1	196	192	194
X^2	196	187	191
X^3	195	195	195
X^4	199	199	199
X^5	196	196	196
X^6	196	196	196

X^0	198	193	196
X^1	195	193	195
X^2	195	195	195
X^3	195	195	195
X^4	195	195	195
X^5	196	196	196
X^6	200	200	200

X^0	197	155	156
X^1	192	160	161
X^2	195	170	170
X^3	197	185	187
X^4	197	191	191
X^5	200	189	189
X^6	200	200	200

X^0	199	157	158
X^1	197	151	152
X^2	199	176	179
X^3	199	177	179
X^4	197	197	197
X^5	199	199	199
X^6	200	200	200

X^0	198	197	197
X^1	193	192	192
X^2	200	198	199
X^3	194	193	194
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	198	-160	0
X^1	198	15	16
X^2	198	17	18
X^3	194	14	15
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	198	188	192
X^1	198	194	197
X^2	198	197	198
X^3	198	198	198
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	198	-125	0
X^1	199	-116	0
X^2	199	41	42
X^3	199	44	46
X^4	199	199	199
X^5	199	199	199
X^6	197	197	197

X^0	199	187	188
X^1	199	187	188
X^2	199	197	199
X^3	199	199	199
X^4	197	194	196
X^5	199	199	199
X^6	200	200	200

X^0	197	-40	0
X^1	197	73	77
X^2	198	73	78
X^3	197	80	85
X^4	199	199	199
X^5	196	196	196
X^6	197	197	197

X^0	197	195	197
X^1	197	197	197
X^2	196	196	196
X^3	199	199	199
X^4	198	198	198
X^5	200	200	200
X^6	200	200	200

X^0	198	187	195
X^1	198	194	198
X^2	199	196	197
X^3	199	199	199
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	199	189	189
X^1	199	191	193
X^2	200	197	197
X^3	200	200	200
X^4	200	200	200
X^5	200	200	200
X^6	199	199	199

X^0	196	90	107
X^1	197	112	129
X^2	198	134	151
X^3	198	152	155
X^4	198	160	163
X^5	199	191	192
X^6	199	199	199

X^0	198	121	123
X^1	198	154	156
X^2	196	158	160
X^3	198	162	164
X^4	195	193	195
X^5	198	198	198
X^6	200	200	200

X^0	198	130	135
X^1	198	132	133
X^2	198	166	169
X^3	199	166	167
X^4	200	200	200
X^5	199	199	199
X^6	199	199	199

X^0	197	153	157
X^1	197	163	169
X^2	197	174	178
X^3	197	174	178
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	196	196	196
X^1	197	196	197
X^2	196	196	196
X^3	196	196	196
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	199	192	195
X^1	199	196	197
X^2	199	197	198
X^3	199	198	199
X^4	199	198	199
X^5	199	199	199
X^6	200	200	200

X^0	199	-67	0
X^1	199	65	73
X^2	196	72	79
X^3	194	194	194
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	196	39	43
X^1	197	116	120
X^2	199	123	126
X^3	197	123	123
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	198	66	68
X^1	198	64	66
X^2	196	105	106
X^3	198	154	157
X^4	197	160	161
X^5	197	160	161
X^6	199	199	199

X^0	199	197	199
X^1	199	199	199
X^2	199	199	199
X^3	199	199	199
X^4	198	198	198
X^5	199	199	199
X^6	198	198	198

X^0	198	183	185
X^1	198	182	186
X^2	199	183	185
X^3	199	190	191
X^4	199	192	194
X^5	200	192	193
X^6	199	199	199

X^0	198	196	198
X^1	198	196	198
X^2	198	198	198
X^3	198	198	198
X^4	200	200	200
X^5	196	196	196
X^6	200	200	200

X^0	199	190	192
X^1	195	186	188
X^2	199	194	194
X^3	199	196	196
X^4	199	197	199
X^5	200	199	200
X^6	200	200	200

X^0	197	133	138
X^1	198	147	153
X^2	198	164	169
X^3	198	175	176
X^4	196	188	190
X^5	199	199	199
X^6	198	198	198

X^0	198	179	179
X^1	199	179	181
X^2	199	185	186
X^3	198	191	191
X^4	199	196	197
X^5	198	198	198
X^6	199	199	199

X^0	196	188	189
X^1	196	185	188
X^2	196	189	189
X^3	198	192	193
X^4	198	197	197
X^5	198	197	198
X^6	200	200	200

X^0	199	141	143
X^1	199	141	143
X^2	199	176	180
X^3	199	176	178
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	198	154	154
X^1	198	153	153
X^2	198	179	179
X^3	198	179	179
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	198	120	124
X^1	198	135	138
X^2	198	161	163
X^3	198	176	180
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	198	144	147
X^1	198	173	175
X^2	193	169	172
X^3	198	198	198
X^4	199	199	199
X^5	199	199	199
X^6	197	197	197

X^0	199	178	180
X^1	197	179	181
X^2	199	190	194
X^3	198	189	190
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	196	162	167
X^1	196	169	173
X^2	196	174	178
X^3	196	182	188
X^4	196	188	193
X^5	196	190	194
X^6	196	196	196

X^0	197	131	132
X^1	199	142	143
X^2	197	181	182
X^3	199	193	197
X^4	199	199	199
X^5	193	193	193
X^6	200	200	200

X^0	198	-119	0
X^1	198	147	149
X^2	195	145	147
X^3	195	145	148
X^4	198	198	198
X^5	198	198	198
X^6	198	198	198

X^0	197	14	15
X^1	197	20	20
X^2	197	127	130
X^3	199	117	117
X^4	200	200	200
X^5	200	200	200
X^6	199	199	199

X^0	197	63	63
X^1	199	62	62
X^2	198	89	93
X^3	200	119	120
X^4	199	145	145
X^5	200	174	174
X^6	200	200	200

X^0	197	167	169
X^1	199	176	180
X^2	199	189	195
X^3	199	199	199
X^4	199	199	199
X^5	197	197	197
X^6	200	200	200

X^0	193	184	191
X^1	193	192	193
X^2	193	193	193
X^3	194	194	194
X^4	199	199	199
X^5	194	194	194
X^6	200	200	200

X^0	194	172	175
X^1	198	183	187
X^2	198	190	195
X^3	198	192	193
X^4	197	196	197
X^5	199	197	197
X^6	200	200	200

