	Opt.	Zea.	Flo.
X^1	200	181	181
X^2	198	181	181
X^3	200	179	179
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	197	-65	0
X^1	198	68	68
X^2	198	70	70
X^3	199	193	195
X^4	200	200	200
X^5	200	200	200
X^6	199	199	199

X^0	194	130	130
X^1	197	149	156
X^2	199	161	162
X^3	199	172	173
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	197	182	185
X^1	195	185	186
X^2	197	189	191
X^3	198	197	198
X^4	199	199	199
X^5	198	198	198
X^6	196	196	196

X^0	199	159	162
X^1	199	181	183
X^2	199	185	185
X^3	199	185	185
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	197	196	197
X^1	196	195	196
X^2	198	197	198
X^3	198	195	197
X^4	197	195	197
X^5	197	197	197
X^6	198	198	198

X^0	198	188	191
X^1	198	191	195
X^2	198	194	196
X^3	196	191	195
X^4	198	198	198
X^5	198	198	198
X^6	198	198	198

X^0	197	175	178
X^1	197	177	185
X^2	198	177	181
X^3	197	178	182
X^4	197	197	197
X^5	198	198	198
X^6	197	197	197

X^0	200	-31	0
X^1	197	-15	10
X^2	197	86	89
X^3	197	102	105
X^4	197	197	197
X^5	199	199	199
X^6	200	200	200

X^0	196	125	134
X^1	195	156	160
X^2	196	170	176
X^3	196	164	167
X^4	200	200	200
X^5	197	197	197
X^6	198	198	198

X^0	196	46	48
X^1	196	91	94
X^2	196	135	137
X^3	196	160	160
X^4	196	169	169
X^5	199	159	159
X^6	200	200	200

X^0	198	186	193
X^1	198	189	191
X^2	199	189	191
X^3	200	192	193
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	190	171	172
X^1	197	182	183
X^2	199	194	196
X^3	199	196	197
X^4	199	199	199
X^5	198	198	198
X^6	200	200	200

X^0	199	120	123
X^1	198	142	144
X^2	197	155	158
X^3	194	173	175
X^4	196	191	194
X^5	196	191	192
X^6	199	199	199

X^0	198	156	158
X^1	198	165	169
X^2	198	178	182
X^3	196	187	191
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	198	140	142
X^1	198	151	152
X^2	198	161	162
X^3	198	171	172
X^4	199	181	181
X^5	200	190	190
X^6	200	200	200

X^0	198	196	198
X^1	199	198	199
X^2	199	198	199
X^3	198	198	198
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	199	194	199
X^1	198	196	198
X^2	198	198	198
X^3	198	198	198
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	198	148	151
X^1	198	171	174
X^2	199	175	178
X^3	199	178	183
X^4	199	199	199
X^5	197	197	197
X^6	193	193	193

X^0	197	174	175
X^1	197	176	179
X^2	193	183	185
X^3	199	187	190
X^4	199	199	199
X^5	199	199	199
X^6	198	198	198

X^0	197	119	122
X^1	197	131	134
X^2	197	160	168
X^3	197	171	179
X^4	197	197	197
X^5	198	198	198
X^6	197	197	197

X^0	197	185	193
X^1	197	185	187
X^2	197	190	195
X^3	198	192	194
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	191	165	169
X^1	194	172	174
X^2	197	191	192
X^3	199	192	196
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	197	196	197
X^1	196	195	196
X^2	198	198	198
X^3	199	199	199
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	198	190	192
X^1	198	188	190
X^2	198	189	192
X^3	198	197	198
X^4	197	196	197
X^5	198	198	198
X^6	197	197	197

X^0	197	188	192
X^1	194	183	185
X^2	197	195	196
X^3	197	197	197
X^4	200	200	200
X^5	199	199	199
X^6	199	199	199

X^0	196	124	129
X^1	197	142	143
X^2	199	159	159
X^3	199	163	166
X^4	199	163	163
X^5	197	176	177
X^6	200	200	200

X^0	194	166	168
X^1	196	171	174
X^2	196	186	188
X^3	199	188	197
X^4	196	196	196
X^5	198	198	198
X^6	196	196	196

X^0	197	0	3
X^1	199	42	45
X^2	198	120	123
X^3	194	164	165
X^4	197	197	197
X^5	200	200	200
X^6	200	200	200

X^0	197	182	182
X^1	199	185	186
X^2	197	187	187
X^3	200	186	186
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	198	159	161
X^1	195	172	177
X^2	198	176	183
X^3	198	195	197
X^4	198	198	198
X^5	194	194	194
X^6	200	200	200

X^0	199	192	197
X^1	197	195	197
X^2	198	196	198
X^3	196	196	196
X^4	196	196	196
X^5	196	196	196
X^6	199	199	199

X^0	199	102	104
X^1	199	121	122
X^2	199	161	163
X^3	199	176	177
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	195	125	128
X^1	197	135	138
X^2	196	131	134
X^3	197	151	155
X^4	197	167	170
X^5	197	181	185
X^6	197	197	197

X^0	198	186	188
X^1	198	189	194
X^2	198	192	196
X^3	190	185	190
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	194	182	187
X^1	196	188	191
X^2	196	192	196
X^3	196	196	196
X^4	197	197	197
X^5	200	197	200
X^6	196	196	196

X^0	196	135	141
X^1	194	137	141
X^2	196	166	170
X^3	196	173	177
X^4	196	196	196
X^5	196	196	196
X^6	198	198	198

X^0	199	175	180
X^1	199	194	197
X^2	199	199	199
X^3	199	199	199
X^4	200	200	200
X^5	196	196	196
X^6	197	197	197

X^0	197	148	150
X^1	198	158	160
X^2	198	194	197
X^3	198	194	197
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	198	-22	0
X^1	199	36	40
X^2	199	97	101
X^3	199	148	152
X^4	200	198	200
X^5	200	200	200
X^6	200	200	200

X^0	196	75	78
X^1	196	81	82
X^2	196	79	80
X^3	196	110	112
X^4	196	141	142
X^5	196	171	173
X^6	199	199	199

X^0	197	175	180
X^1	196	184	187
X^2	197	194	197
X^3	197	196	197
X^4	197	197	197
X^5	200	200	200
X^6	199	199	199

X^0	195	92	94
X^1	197	144	147
X^2	196	144	147
X^3	197	148	151
X^4	197	197	197
X^5	198	198	198
X^6	197	197	197

X^0	200	-23	0
X^1	197	84	85
X^2	197	84	85
X^3	199	89	90
X^4	199	197	199
X^5	199	199	199
X^6	199	199	199

X^0	197	139	140
X^1	197	149	149
X^2	197	148	148
X^3	197	167	168
X^4	197	185	185
X^5	197	185	185
X^6	200	200	200

X^0	197	180	184
X^1	198	181	182
X^2	198	198	198
X^3	199	199	199
X^4	199	199	199
X^5	200	200	200
X^6	200	200	200

X^0	198	189	192
X^1	198	192	193
X^2	198	197	198
X^3	198	197	198
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	199	9	18
X^1	199	9	59
X^2	198	124	125
X^3	199	127	128
X^4	200	199	199
X^5	200	200	200
X^6	200	200	200

X^0	199	166	170
X^1	199	173	174
X^2	199	186	187
X^3	199	189	191
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	196	194	196
X^1	199	198	199
X^2	198	197	198
X^3	198	198	198
X^4	197	197	197
X^5	199	199	199
X^6	197	197	197

X^0	196	131	133
X^1	196	137	139
X^2	196	165	167
X^3	196	169	171
X^4	196	195	196
X^5	198	198	198
X^6	199	199	199

X^0	198	168	169
X^1	198	170	170
X^2	195	181	187
X^3	194	181	181
X^4	199	198	199
X^5	200	200	200
X^6	199	199	199

X^0	193	114	119
X^1	191	120	122
X^2	199	164	169
X^3	200	172	174
X^4	196	196	196
X^5	198	198	198
X^6	196	196	196

X^0	197	173	179
X^1	195	175	178
X^2	197	192	196
X^3	197	197	197
X^4	197	196	197
X^5	198	198	198
X^6	197	197	197

X^0	195	-58	0
X^1	199	72	74
X^2	199	76	77
X^3	197	193	195
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	199	173	174
X^1	199	183	186
X^2	199	191	192
X^3	198	191	193
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	198	154	155
X^1	198	168	169
X^2	199	177	181
X^3	199	177	178
X^4	199	197	199
X^5	200	197	200
X^6	199	199	199

X^0	196	146	151
X^1	199	173	175
X^2	199	173	175
X^3	199	175	176
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	195	157	162
X^1	195	160	165
X^2	198	179	180
X^3	196	182	182
X^4	199	199	199
X^5	200	200	200
X^6	197	197	197

X^0	197	10	14
X^1	198	65	69
X^2	196	100	100
X^3	198	116	116
X^4	198	113	113
X^5	200	152	152
X^6	200	200	200

X^0	196	194	196
X^1	196	195	196
X^2	197	195	197
X^3	196	196	196
X^4	197	197	197
X^5	195	195	195
X^6	195	195	195

X^0	196	-1	2
X^1	197	45	49
X^2	198	98	102
X^3	198	149	157
X^4	198	153	156
X^5	199	148	151
X^6	199	199	199

X^0	194	165	179
X^1	194	177	183
X^2	194	194	194
X^3	194	194	194
X^4	198	198	198
X^5	200	200	200
X^6	200	200	200

X^0	198	155	161
X^1	197	155	161
X^2	198	177	181
X^3	198	183	184
X^4	196	196	196
X^5	199	199	199
X^6	199	199	199

X^0	198	168	171
X^1	198	168	172
X^2	196	163	167
X^3	198	175	176
X^4	198	182	182
X^5	200	192	194
X^6	200	200	200

X^0	196	83	84
X^1	198	116	119
X^2	197	146	147
X^3	197	177	181
X^4	199	179	182
X^5	199	199	199
X^6	199	199	199

X^0	199	192	196
X^1	199	192	196
X^2	199	195	199
X^3	199	195	199
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	198	184	187
X^1	199	191	195
X^2	199	199	199
X^3	198	198	198
X^4	199	199	199
X^5	198	198	198
X^6	198	198	198

X^0	195	173	180
X^1	195	180	186
X^2	195	180	185
X^3	195	180	185
X^4	195	193	195
X^5	195	195	195
X^6	200	200	200

X^0	198	190	194
X^1	199	188	189
X^2	199	199	199
X^3	199	196	198
X^4	197	196	197
X^5	199	199	199
X^6	200	200	200

X^0	198	114	114
X^1	199	155	155
X^2	199	160	160
X^3	200	168	169
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	199	39	42
X^1	199	107	110
X^2	196	113	113
X^3	199	112	112
X^4	199	194	197
X^5	200	200	200
X^6	199	199	199

X^0	199	199	199
X^1	199	195	199
X^2	199	197	198
X^3	199	196	197
X^4	199	199	199
X^5	199	199	199
X^6	200	200	200

X^0	197	185	185
X^1	197	195	196
X^2	200	193	194
X^3	199	190	194
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	197	143	145
X^1	197	144	144
X^2	197	162	162
X^3	196	160	160
X^4	198	180	181
X^5	199	181	182
X^6	200	200	200

X^0	198	169	171
X^1	198	168	170
X^2	198	184	193
X^3	198	184	187
X^4	198	198	198
X^5	198	198	198
X^6	197	197	197

X^0	197	162	163
X^1	196	167	168
X^2	197	186	187
X^3	197	187	194
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	197	74	81
X^1	197	135	138
X^2	197	130	133
X^3	197	194	197
X^4	197	197	197
X^5	197	197	197
X^6	198	198	198

X^0	198	143	145
X^1	194	155	160
X^2	198	175	177
X^3	198	187	189
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	198	1	3
X^1	199	84	85
X^2	198	89	89
X^3	199	127	127
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	195	150	155
X^1	195	152	161
X^2	195	179	184
X^3	195	176	182
X^4	195	194	195
X^5	195	195	195
X^6	200	200	200

X^0	199	195	198
X^1	199	198	199
X^2	197	196	197
X^3	199	197	199
X^4	198	198	198
X^5	198	198	198
X^6	200	200	200

X^0	196	182	184
X^1	196	183	185
X^2	197	189	192
X^3	198	198	198
X^4	198	198	198
X^5	199	199	199
X^6	198	198	198

X^0	198	183	184
X^1	198	188	188
X^2	198	189	194
X^3	199	197	199
X^4	200	200	200
X^5	195	195	195
X^6	200	200	200

X^0	197	102	106
X^1	200	132	134
X^2	197	149	149
X^3	197	151	151
X^4	200	200	200
X^5	200	200	200
X^6	200	200	200

X^0	197	189	191
X^1	196	190	191
X^2	199	199	199
X^3	199	198	199
X^4	199	199	199
X^5	199	199	199
X^6	199	199	199

X^0	198	94	97
X^1	198	95	98
X^2	198	149	151
X^3	198	157	161
X^4	198	198	198
X^5	198	198	198
X^6	199	199	199

X^0	199	135	135
X^1	199	135	135
X^2	199	164	165
X^3	192	163	163
X^4	199	199	199
X^5	200	200	200
X^6	198	198	198

X^0	196	176	180
X^1	197	177	181
X^2	197	186	188
X^3	200	191	191
X^4	200	200	200
X^5	200	200	200
X^6	199	199	199

X^0	200	-69	0
X^1	199	5	15
X^2	199	-2	49
X^3	199	-5	58
X^4	199	67	69
X^5	198	116	117
X^6	199	199	199

X^0	198	193	195
X^1	198	194	196
X^2	198	193	195
X^3	198	198	198
X^4	198	198	198
X^5	199	199	199
X^6	200	200	200

X^0	199	188	191
X^1	198	192	193
X^2	199	198	199
X^3	199	199	199
X^4	198	198	198
X^5	200	200	200
X^6	198	198	198

X^0	195	143	143
X^1	192	141	141
X^2	193	140	140
X^3	198	160	160
X^4	198	174	176
X^5	196	182	183
X^6	200	200	200

X^0	199	192	196
X^1	197	192	192
X^2	199	197	199
X^3	200	198	199
X^4	199	199	199
X^5	200	200	200
X^6	199	199	199

X^0	196	154	155
X^1	198	165	166
X^2	198	184	190
X^3	189	186	187
X^4	198	198	198
X^5	198	192	192
X^6	200	200	200

X^0	195	156	158
X^1	198	164	166
X^2	198	174	175
X^3	198	172	174
X^4	198	183	183
X^5	200	187	187
X^6	200	200	200

X^0	199	183	186
X^1	199	186	186
X^2	199	190	194
X^3	199	193	193
X^4	199	195	198
X^5	200	200	200
X^6	197	197	197

X^0	199	-23	0
X^1	197	-20	0
X^2	196	87	91
X^3	197	88	92
X^4	197	197	197
X^5	196	196	196
X^6	197	197	197

X^0	197	191	196
X^1	200	194	195
X^2	198	195	198
X^3	199	199	199
X^4	196	196	196
X^5	199	199	199
X^6	200	200	200

X^0	197	100	104
X^1	197	135	139
X^2	197	166	167
X^3	197	197	197
X^4	197	197	197
X^5	199	199	199
X^6	200	200	200

X^0	196	139	143
X^1	199	155	161
X^2	199	159	160
X^3	200	161	161
X^4	199	173	173
X^5	198	185	186
X^6	200	200	200

X^0	197	197	197
X^1	197	197	197
X^2	197	197	197
X^3	197	197	197
X^4	198	198	198
X^5	197	197	197
X^6	200	200	200

X^0	198	64	67
X^1	199	69	72
X^2	199	123	127
X^3	199	154	158
X^4	197	197	197
X^5	197	197	197
X^6	200	200	200

X^0	196	65	68
X^1	197	57	60
X^2	197	89	92
X^3	197	116	126
X^4	197	139	144
X^5	194	160	163
X^6	197	197	197

X^0	199	180	184
X^1	198	188	191
X^2	199	193	196
X^3	197	193	197
X^4	197	197	197
X^5	195	195	195
X^6	200	200	200

X^0	196	173	175
X^1	196	185	187
X^2	196	188	192
X^3	198	186	190
X^4	197	186	190
X^5	198	192	194
X^6	198	198	198

X^0	197	190	194
X^1	196	194	196
X^2	199	199	199
X^3	199	199	199
X^4	196	196	196
X^5	198	198	198
X^6	200	200	200

X^0	195	180	185
X^1	195	188	193
X^2	195	189	195
X^3	195	190	195
X^4	195	195	195
X^5	195	195	195
X^6	200	200	200

Average
X^0	197.326621923937	133.544742729306	141.996644295302
X^1	197.369127516779	147.504474272931	153.040268456376
X^2	197.582774049217	166.393736017897	169.004474272931
X^3	197.694630872483	174.485458612975	176.476510067114
X^4	197.995525727069	193.059284116331	193.596196868009
X^5	198.385906040268	195.576062639821	195.898210290828
X^6	199.003355704698	199.003355704698	199.003355704698
Deviation
X^0	1.61737849531492	75.5351653019527	60.1500639241682
X^1	1.69093778816146	62.8501598838901	52.3725741359746
X^2	1.64166075142699	40.2399876373966	39.6034592485954
X^3	1.68545369862996	34.5882024436023	33.7585353646750
X^4	1.56870331571515	14.8328440940044	14.2994980852982
X^5	1.61642243690424	9.16785599812411	8.74545181484112
X^6	1.42484738885680	1.42484738885680	1.42484738885680
Ratio of success: 0.894000000000000

----
